classifier,classifier_file,extractor,extractor_file,subsampling,nfilter,regularization,pre_filter_order,smoothing_window,smoothing_type,subject,mean_squared_error,roc_score,roc_auc_score,precision_score,accuracy_score,date,time,id
multi-layer-perceptron,../models/subject-4_multi-layer-perceptron_20210905143845_.sav,csp,../extractors/_csp_20210905143742_.sav,100,5,ledoit_wolf,5,250,boxcar,4,0.36132065168428806,,,,,05/09/2021,14:38:45,57598e7c-e707-4144-adbd-7beab9e4fbe7
multi-layer-perceptron,../models/subject-1_multi-layer-perceptron_20210905144404_.sav,csp,../extractors/_csp_20210905144246_.sav,100,5,ledoit_wolf,5,250,boxcar,1,0.37546968336324343,,,,,05/09/2021,14:44:05,678f8b2e-545b-42e9-beed-6a93d398fe61
multi-layer-perceptron,../models/subject-2_multi-layer-perceptron_20210905144710_.sav,csp,../extractors/_csp_20210905144523_.sav,100,5,ledoit_wolf,5,250,boxcar,2,0.3444060218418738,,,,,05/09/2021,14:47:11,678f8b2e-545b-42e9-beed-6a93d398fe61
logistic-regression,../models/subject-1_logistic-regression_20210905145414_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,1,0.38007846656657723,0.6353896323527227,,,,05/09/2021,14:54:15,3e5a7bb5-c507-4096-afe4-cad8079b16db
logistic-regression,../models/subject-1_logistic-regression_20210905145503_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,1,0.38007846656657723,0.6353896323527227,,,,05/09/2021,14:55:04,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-2_logistic-regression_20210905145529_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,2,0.3077251726406997,0.6229277731413138,,,,05/09/2021,14:55:29,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-3_logistic-regression_20210905145542_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,3,0.4089768033171778,0.5734434331058135,,,,05/09/2021,14:55:43,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-4_logistic-regression_20210905145557_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,4,0.3815918246680742,0.6185623292859916,,,,05/09/2021,14:55:57,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-5_logistic-regression_20210905145612_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,5,0.3651585506310424,0.5336415590318954,,,,05/09/2021,14:56:12,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-6_logistic-regression_20210905145627_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,6,0.32246116830965244,0.614570198834051,,,,05/09/2021,14:56:28,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-7_logistic-regression_20210905145650_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,7,0.3266970699919431,0.6131083733243877,,,,05/09/2021,14:56:51,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-8_logistic-regression_20210905145704_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,8,0.38729729497002074,0.6215097031319216,,,,05/09/2021,14:57:04,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-9_logistic-regression_20210905145719_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,9,0.36281180124766477,0.5670696938132194,,,,05/09/2021,14:57:19,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-10_logistic-regression_20210905145734_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,10,0.3544267454339918,0.5620895763313286,,,,05/09/2021,14:57:35,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-11_logistic-regression_20210905145750_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,11,0.3473071457483093,0.6237094388284642,,,,05/09/2021,14:57:51,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-12_logistic-regression_20210905145809_.sav,csp,_csp_20210905113839_.sav,500,5,ledoit_wolf,5,250,boxcar,12,0.30620239350095296,0.570654691320252,,,,05/09/2021,14:58:09,0249cf1f-c323-4e8e-a591-cf763b69be49
logistic-regression,../models/subject-1_logistic-regression_20210905150241_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,5,250,boxcar,1,0.3844493865647141,0.6398343650630176,,,,05/09/2021,15:02:42,71963450-61bb-407e-abf4-8a814242946f
logistic-regression,../models/subject-2_logistic-regression_20210905150303_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,5,250,boxcar,2,0.31577174187328755,0.6491672906151426,,,,05/09/2021,15:03:04,71963450-61bb-407e-abf4-8a814242946f
logistic-regression,../models/subject-1_logistic-regression_20210905150525_.sav,csp,_csp_20210905113839_.sav,1,5,ledoit_wolf,5,250,boxcar,1,0.38422308252237447,0.639372317125746,,,,05/09/2021,15:05:26,b65e329c-b0d0-404c-bd6c-f156e9cfef93
logistic-regression,../models/subject-2_logistic-regression_20210905150651_.sav,csp,_csp_20210905113839_.sav,1,5,ledoit_wolf,5,250,boxcar,2,0.3356576371209084,0.6834485373930258,,,,05/09/2021,15:06:52,b65e329c-b0d0-404c-bd6c-f156e9cfef93
logistic-regression,../models/subject-1_logistic-regression_20210905151639_.sav,csp,_csp_20210905113839_.sav,1,5,ledoit_wolf,5,250,boxcar,1,0.04174442380544587,0.639372317125746,0.639372317125746,0,0,05/09/2021,15:16:40,d572eee4-ee00-4034-a8aa-67b9c37792e5
logistic-regression,../models/subject-2_logistic-regression_20210905151806_.sav,csp,_csp_20210905113839_.sav,1,5,ledoit_wolf,5,250,boxcar,2,0.032577401629730364,0.6834485373930258,0.6834485373930258,0,0,05/09/2021,15:18:07,d572eee4-ee00-4034-a8aa-67b9c37792e5
logistic-regression,../models/subject-1_logistic-regression_20210905152136_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,6,250,boxcar,1,0.04183475210576867,0.5813610638093057,0.5813610638093057,0,0,05/09/2021,15:21:36,50efcebf-bb3c-45d8-b2f0-ced89cab15a2
logistic-regression,../models/subject-2_logistic-regression_20210905152158_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,6,250,boxcar,2,0.03302873782767942,0.5795102289871729,0.5795102289871729,0,0,05/09/2021,15:21:59,50efcebf-bb3c-45d8-b2f0-ced89cab15a2
logistic-regression,../models/subject-1_logistic-regression_20210905152345_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,3,250,boxcar,1,0.041738104701151184,0.6317998979014771,0.6317998979014771,0,0,05/09/2021,15:23:45,5bcd280b-30f2-47b2-9c2b-d87edf6217ba
logistic-regression,../models/subject-1_logistic-regression_20210905152444_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,1,250,boxcar,1,0.04169030999795356,0.6456131501989121,0.6456131501989121,0,0,05/09/2021,15:24:44,283153ae-2104-46d1-b278-58e08a21c14e
logistic-regression,../models/subject-1_logistic-regression_20210905152617_.sav,csp,_csp_20210905113839_.sav,250,5,ledoit_wolf,0,250,boxcar,1,0.0428526071386199,0.5006410921863125,0.5006410921863125,0,0,05/09/2021,15:26:18,562826ee-3edc-4098-bb77-a7ce51b9de39
logistic-regression,../models/subject-1_logistic-regression_20210905153952_.sav,csp,_csp_20210905113839_.sav,250,2,ledoit_wolf,1,250,boxcar,1,0.04184042672239418,0.6258219463954802,0.6258219463954802,0,0,05/09/2021,15:39:53,4b9eac66-ae0f-44c5-b3d6-625439378e5b
logistic-regression,../models/subject-1_logistic-regression_20210905154013_.sav,csp,_csp_20210905113839_.sav,250,3,ledoit_wolf,1,250,boxcar,1,0.04183022683475949,0.6409958414593729,0.6409958414593729,0,0,05/09/2021,15:40:14,3c172d1f-05b2-403e-81f7-eca230233bce
logistic-regression,../models/subject-1_logistic-regression_20210905154028_.sav,csp,_csp_20210905113839_.sav,250,4,ledoit_wolf,1,250,boxcar,1,0.041720800538374354,0.6548003756074913,0.6548003756074913,0,0,05/09/2021,15:40:29,0632704b-c19b-4194-a3b0-668bbb5847b5
logistic-regression,../models/subject-1_logistic-regression_20210905154047_.sav,csp,_csp_20210905113839_.sav,250,6,ledoit_wolf,1,250,boxcar,1,0.04098050679440236,0.6906413807433404,0.6906413807433404,0,0,05/09/2021,15:40:48,6c83df1b-aec8-4776-bb6e-6066c217c1ad
logistic-regression,../models/subject-1_logistic-regression_20210905154103_.sav,csp,_csp_20210905113839_.sav,250,7,ledoit_wolf,1,250,boxcar,1,0.04075832173656257,0.7103389456073788,0.7103389456073788,0,0,05/09/2021,15:41:04,6be729fb-4323-4144-985b-f1c1fba9a946
logistic-regression,../models/subject-1_logistic-regression_20210905154118_.sav,csp,_csp_20210905113839_.sav,250,8,ledoit_wolf,1,250,boxcar,1,0.0407019142257048,0.7304345951282839,0.7304345951282839,0,0,05/09/2021,15:41:19,59302766-3423-4dd7-bf5c-18befc085ce2
logistic-regression,../models/subject-1_logistic-regression_20210905154136_.sav,csp,_csp_20210905113839_.sav,250,9,ledoit_wolf,1,250,boxcar,1,0.04071723310334113,0.7299332542261957,0.7299332542261957,0,0,05/09/2021,15:41:37,875ce9ea-5b2f-4532-bd96-649817019fe5
logistic-regression,../models/subject-1_logistic-regression_20210905154153_.sav,csp,_csp_20210905113839_.sav,250,10,ledoit_wolf,1,250,boxcar,1,0.04066679070552714,0.733685264589324,0.733685264589324,0,0,05/09/2021,15:41:53,87ad8fe3-a855-4fd4-9607-e4bb8e4f9653
logistic-regression,../models/subject-1_logistic-regression_20210905154211_.sav,csp,_csp_20210905113839_.sav,250,11,ledoit_wolf,1,250,boxcar,1,0.04061277602490232,0.7369094100980051,0.7369094100980051,0,0,05/09/2021,15:42:12,b8e74eaa-dc01-414e-92bd-7cdd3ab758e8
logistic-regression,../models/subject-1_logistic-regression_20210905154246_.sav,csp,_csp_20210905113839_.sav,250,20,ledoit_wolf,1,250,boxcar,1,0.04000977098618689,0.7556848119245857,0.7556848119245857,0,0,05/09/2021,15:42:46,c951e30d-b9d5-4b8d-879f-63546c9cd431
logistic-regression,../models/subject-1_logistic-regression_20210905154404_.sav,csp,_csp_20210905113839_.sav,250,30,ledoit_wolf,1,250,boxcar,1,0.03964911963820641,0.7622260934287673,0.7622260934287673,0,0,05/09/2021,15:44:05,7fff5b92-a37f-44d5-a8c6-7b3a1d7e147a
logistic-regression,../models/subject-1_logistic-regression_20210905154435_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,250,boxcar,1,0.03953690054287385,0.7653939272227146,0.7653939272227146,0,0,05/09/2021,15:44:35,ce5535d0-766b-48c5-928d-661ad60e618e
logistic-regression,../models/subject-1_logistic-regression_20210905154516_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,250,boxcar,1,0.060125036903777324,0.7653939272227146,0.7653939272227146,0,0,05/09/2021,15:45:17,7c9a0456-54fb-4dd8-b833-2d65f1f15a76
logistic-regression,../models/subject-1_logistic-regression_20210905154552_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,100,boxcar,1,0.060308699061563505,0.7215913634735954,0.7215913634735954,0,0,05/09/2021,15:45:52,1dd36d5c-b8d4-4fe3-ae99-74b5be5e35d3
logistic-regression,../models/subject-1_logistic-regression_20210905154639_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,500,boxcar,1,0.06496382996072729,0.7383948315039516,0.7383948315039516,0,0,05/09/2021,15:46:40,2019b685-8a96-4037-b34b-ef35659e5060
logistic-regression,../models/subject-1_logistic-regression_20210905154831_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,1000,boxcar,1,0.06860058991697675,0.6774883708023615,0.6774883708023615,0,0,05/09/2021,15:48:31,443785ed-2848-4e87-898d-19c09a95916b
logistic-regression,../models/subject-1_logistic-regression_20210905155138_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,300,boxcar,1,0.06100954943648804,0.7589892703374033,0.7589892703374033,0,0,05/09/2021,15:51:38,75f37332-97a4-4784-80d1-6aeb5dfb5103
logistic-regression,../models/subject-1_logistic-regression_20210905155219_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,200,boxcar,1,0.059665368052266216,0.7617684559590056,0.7617684559590056,0,0,05/09/2021,15:52:20,4a2dc806-702a-42d1-888e-fc0ddcf5611b
logistic-regression,../models/subject-1_logistic-regression_20210905155250_.sav,csp,_csp_20210905113839_.sav,250,32,ledoit_wolf,1,150,boxcar,1,0.059771682202413856,0.7517476789794619,0.7517476789794619,0,0,05/09/2021,15:52:50,1eff8d58-b196-4f2e-8264-daf1260a074c
logistic-regression,../models/subject-1_logistic-regression_20210905155336_.sav,csp,_csp_20210905113839_.sav,250,20,ledoit_wolf,1,200,boxcar,1,0.06004735069913666,0.7528851273980735,0.7528851273980735,0,0,05/09/2021,15:53:37,0c220878-2435-4ac8-8200-f4df102da0c1
logistic-regression,../models/subject-1_logistic-regression_20210905155415_.sav,csp,_csp_20210905113839_.sav,100,20,ledoit_wolf,1,200,boxcar,1,0.05987728627626126,0.7498126286531944,0.7498126286531944,0,0,05/09/2021,15:54:16,0c3b554f-45ea-4925-ae81-19701b78c149
logistic-regression,../models/subject-1_logistic-regression_20210905155434_.sav,csp,_csp_20210905113839_.sav,1000,20,ledoit_wolf,1,200,boxcar,1,0.06214749643656417,0.6996594060360773,0.6996594060360773,0,0,05/09/2021,15:54:34,03299c5b-ed0a-4a8a-84bf-78c757ce9096
linear-discriminant-analysis,../models/subject-1_linear-discriminant-analysis_20210905155510_.sav,csp,_csp_20210905113839_.sav,500,20,ledoit_wolf,1,200,boxcar,1,0.06092727569885469,0.7475129007703337,0.7475129007703337,0,0,05/09/2021,15:55:10,222ca3ef-7980-4bcf-b96e-01ac8e342b20
linear-discriminant-analysis,../models/subject-1_linear-discriminant-analysis_20210905155535_.sav,csp,_csp_20210905113839_.sav,250,20,ledoit_wolf,1,200,boxcar,1,0.0607122939834682,0.7535650634077135,0.7535650634077135,0,0,05/09/2021,15:55:35,47ebfeb2-fa41-4440-bc1c-4ad46ca6df5a
support-vector-machine,../models/subject-1_support-vector-machine_20210905155649_.sav,csp,_csp_20210905113839_.sav,250,20,ledoit_wolf,1,200,boxcar,1,0.0663571311704332,0.6413070698684792,0.6413070698684792,0,0,05/09/2021,15:56:50,be7054a6-9875-4582-9b6f-c4d7fa8b2ddc
support-vector-machine,../models/subject-1_support-vector-machine_20210905155856_.sav,csp,_csp_20210905113839_.sav,250,20,ledoit_wolf,1,200,boxcar,1,0.06445222135753811,0.6845202295364877,0.6845202295364877,0,0,05/09/2021,15:58:57,9c3e0518-7749-4c1f-a51a-da2e71d03f72
